nrg_cons,nrg_prc,currency,geo\time	2018 	2017 	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
KWH2500-4999,TAX_NUC,NAT,UK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_NUC,PPS,BE	0.0009 	0.0009 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_NUC,PPS,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_NUC,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_NUC,PPS,IE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_NUC,PPS,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_NUC,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_NUC,PPS,PT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_NUC,PPS,SI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_NUC,PPS,SK	0.0047 	0.0047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_NUC,PPS,UK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,AT	0.0242 	0.0263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,BA	0.0015 	0.0014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,BE	0.0104 	0.0106 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,CY	0.0097 	0.0100 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,CZ	0.0194 	0.0193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,DK	0.0210 	0.0269 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,EA	0.0216 	0.0201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,EE	0.0089 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,EL	0.0227 	0.0240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,EU28	0.0158 	0.0155 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,HR	0.0141 	0.0064 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,IE	0.0154 	0.0132 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,LI	: 	0.0131 	0.0092 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,LT	0.0113 	0.0106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,LU	0.0254 	0.0318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,LV	0.0220 	0.0268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,ME	0.0047 	0.0047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,NL	0.0132 	0.0074 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,PL	0.0063 	0.0054 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,PT	0.0565 	0.0483 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,RO	0.0127 	0.0125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,RS	0.0008 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,SE	0.0035 	0.0037 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,SI	0.0184 	0.0184 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,SK	0.0216 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,UK	0.0187 	0.0194 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,EUR,XK	0.0015 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,AT	0.0242 	0.0263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,BA	0.0030 	0.0028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,BE	0.0104 	0.0106 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,CY	0.0097 	0.0100 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,CZ	0.5000 	0.5000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,DK	0.1563 	0.2004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,EE	0.0089 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,EL	0.0227 	0.0240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,HR	0.1045 	0.0482 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,IE	0.0154 	0.0132 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,LI	: 	0.0150 	0.0100 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,LT	0.0113 	0.0106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,LU	0.0254 	0.0318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,LV	0.0220 	0.0268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,ME	0.0047 	0.0047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,NL	0.0132 	0.0074 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,PL	0.0271 	0.0229 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,PT	0.0565 	0.0483 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,RO	0.0589 	0.0575 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,RS	0.0930 	0.0930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,SE	0.0360 	0.0360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,SI	0.0184 	0.0184 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,SK	0.0216 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,UK	0.0166 	0.0173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,NAT,XK	0.0015 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,AT	0.0220 	0.0242 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,BA	0.0031 	0.0029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,BE	0.0094 	0.0097 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,CY	0.0109 	0.0113 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,CZ	0.0277 	0.0283 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,DK	0.0157 	0.0200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,EE	0.0118 	0.0142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,EL	0.0276 	0.0292 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,HR	0.0218 	0.0100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,IE	0.0138 	0.0120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,LT	0.0178 	0.0173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,LU	0.0207 	0.0263 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,LV	0.0319 	0.0389 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,ME	0.0094 	0.0096 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,NL	0.0118 	0.0066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,PL	0.0110 	0.0093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,PT	0.0694 	0.0607 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,RO	0.0253 	0.0247 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,RS	0.0016 	0.0016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,SE	0.0029 	0.0029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,SI	0.0223 	0.0226 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,SK	0.0318 	0.0318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,TAX_RNW,PPS,UK	0.0169 	0.0181 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,AL	0.0152 	0.0143 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,AT	0.0332 	0.0330 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,BA	0.0126 	0.0125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,BE	0.0481 	0.0472 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,BG	0.0165 	0.0162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,CY	0.0309 	0.0276 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,CZ	0.0271 	0.0259 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,DK	0.0625 	0.0606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,EA	0.0294 	0.0280 	0.0205 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,EE	0.0230 	0.0217 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,EL	0.0187 	0.0170 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,ES	0.0430 d	0.0378 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,EU28	0.0265 	0.0254 	0.0205 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,FI	0.0320 	0.0308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,FR	0.0258 	0.0255 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,GE	0.0112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,HR	0.0151 	0.0140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,HU	0.0235 	0.0240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,IE	0.0291 	0.0265 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,IS	0.0282 	0.0293 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,IT	0.0197 d	0.0190 d	0.0205 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,LI	: 	0.0119 	0.0129 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,LT	0.0191 	0.0193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,LU	0.0125 	0.0120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,LV	0.0264 	0.0275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,MD	0.0030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,ME	0.0181 	0.0161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,MK	0.0120 	0.0124 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,MT	0.0062 	0.0063 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,NL	0.0292 	0.0271 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,NO	0.0330 	0.0286 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,PL	0.0260 	0.0272 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,PT	0.0424 	0.0417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,RO	0.0212 	0.0198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,RS	0.0118 	0.0115 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,SE	0.0393 	0.0391 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,SI	0.0293 	0.0291 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,SK	0.0252 	0.0240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,TR	0.0119 	0.0146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,UK	0.0092 	0.0083 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,EUR,XK	0.0047 	0.0080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,AL	1.9000 	1.9000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,AT	0.0332 	0.0330 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,BA	0.0246 	0.0245 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,BE	0.0481 	0.0472 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,BG	0.0323 	0.0316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,CY	0.0309 	0.0276 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,CZ	0.7000 	0.6700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,DK	0.4658 	0.4507 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,EE	0.0230 	0.0217 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,EL	0.0187 	0.0170 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,ES	0.0430 d	0.0378 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,FI	0.0320 	0.0308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,FR	0.0258 	0.0255 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,GE	0.0336 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,HR	0.1123 	0.1044 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,HU	7.5948 	7.4238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,IE	0.0291 	0.0265 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,IS	3.7016 	3.6285 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,IT	0.0197 d	0.0190 d	0.0205 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,LI	: 	0.0137 	0.0140 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,LT	0.0191 	0.0193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,LU	0.0125 	0.0120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,LV	0.0264 	0.0275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,MD	0.0590 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,ME	0.0181 	0.0161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,MK	0.7356 	0.7659 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,MT	0.0062 	0.0063 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,NL	0.0292 	0.0271 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,NO	0.3166 	0.2714 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,PL	0.1118 	0.1153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,PT	0.0424 	0.0417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,RO	0.0985 	0.0909 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,RS	1.3931 	1.3754 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,SE	0.4072 	0.3786 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,SI	0.0293 	0.0291 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,SK	0.0252 	0.0240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,TR	0.0769 	0.0630 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,UK	0.0082 	0.0074 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,NAT,XK	0.0047 	0.0080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,AL	0.0307 	0.0315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,AT	0.0302 	0.0303 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,BA	0.0256 	0.0255 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,BE	0.0435 	0.0432 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,BG	0.0343 	0.0335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,CY	0.0346 	0.0312 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,CZ	0.0388 	0.0379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,DK	0.0468 	0.0451 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,EE	0.0304 	0.0296 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,EL	0.0227 	0.0207 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,ES	0.0476 d	0.0420 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,FI	0.0257 	0.0248 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,FR	0.0236 	0.0233 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,HR	0.0234 	0.0218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,HU	0.0398 	0.0404 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,IE	0.0260 	0.0240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,IS	0.0191 	0.0185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,IT	0.0199 d	0.0194 d	0.0209 d	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,LT	0.0301 	0.0315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,LU	0.0102 	0.0099 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,LV	0.0383 	0.0399 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,ME	0.0363 	0.0329 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,MK	0.0272 	0.0283 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,MT	0.0073 	0.0076 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,NL	0.0261 	0.0242 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,NO	0.0226 	0.0197 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,PL	0.0452 	0.0466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,PT	0.0521 	0.0524 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,RO	0.0422 	0.0390 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,RS	0.0241 	0.0243 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,SE	0.0325 	0.0307 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,SI	0.0355 	0.0358 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,SK	0.0371 	0.0353 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,TR	0.0386 	0.0357 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH2500-4999,VAT,PPS,UK	0.0084 	0.0078 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
KWH5000-14999,NETC,EUR,AL	: 	: 	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 
KWH5000-14999,NETC,EUR,AT	0.0539 	0.0525 	0.0520 	0.0500 	0.0502 	0.0518 	0.0539 	0.0535 	0.0567 	0.0567 	0.0533 	: 
KWH5000-14999,NETC,EUR,BA	0.0330 	0.0326 	0.0330 	0.0323 	: 	0.0295 	0.0294 	: 	: 	: 	: 	: 
KWH5000-14999,NETC,EUR,BE	0.0993 	0.0959 	0.0935 	0.0901 	0.0888 	0.0847 	0.0795 	0.0743 	0.0652 	0.0626 	0.0602 	0.0540 
KWH5000-14999,NETC,EUR,BG	0.0244 	0.0234 	0.0234 	0.0227 	0.0199 	0.0295 	0.0331 	0.0309 	0.0221 	0.0256 	0.0281 	0.0266 
KWH5000-14999,NETC,EUR,CY	0.0319 	0.0313 d	0.0375 	0.0377 	0.0377 	0.0374 	0.0374 	0.0364 	0.0355 	: 	: 	: 
KWH5000-14999,NETC,EUR,CZ	0.0252 	0.0251 	0.0422 	0.0406 	0.0405 	0.0461 	0.0418 	0.0415 	0.0326 	0.0252 	0.0247 	0.0205 
